Date,LBBW
2021-11-25 00:00:00,32.77
2021-11-24 00:00:00,32.865
2021-11-23 00:00:00,32.275
2021-11-22 00:00:00,32.42
2021-11-19 00:00:00,32.005
2021-11-18 00:00:00,32.25
2021-11-17 00:00:00,32.045
2021-11-16 00:00:00,31.995
2021-11-15 00:00:00,31.965
2021-11-12 00:00:00,32.02
2021-11-11 00:00:00,31.85
2021-11-10 00:00:00,31.985
2021-11-09 00:00:00,31.515
2021-11-08 00:00:00,31.4
2021-11-05 00:00:00,31.655
2021-11-04 00:00:00,31.835
2021-11-03 00:00:00,31.955
2021-11-02 00:00:00,32.25
2021-11-01 00:00:00,32.365
2021-10-29 00:00:00,32.085
2021-10-28 00:00:00,31.7
2021-10-27 00:00:00,31.355
2021-10-26 00:00:00,32.01
2021-10-25 00:00:00,31.78
2021-10-22 00:00:00,31.845
2021-10-21 00:00:00,31.71
2021-10-20 00:00:00,31.61
2021-10-19 00:00:00,32.15
2021-10-18 00:00:00,31.755
2021-10-15 00:00:00,31.72
2021-10-14 00:00:00,32.26
2021-10-13 00:00:00,32.805
2021-10-12 00:00:00,32.8
2021-10-11 00:00:00,32.41
2021-10-08 00:00:00,31.625
2021-10-07 00:00:00,32.68
2021-10-06 00:00:00,32.045
2021-10-05 00:00:00,31.48
2021-10-04 00:00:00,31.315
2021-10-01 00:00:00,31.33
2021-09-30 00:00:00,30.94
2021-09-29 00:00:00,31.4
2021-09-28 00:00:00,31.07
2021-09-27 00:00:00,31.105
2021-09-24 00:00:00,29.345
2021-09-23 00:00:00,29.345
2021-09-22 00:00:00,29.36
2021-09-21 00:00:00,29.355
2021-09-20 00:00:00,29.355
2021-09-17 00:00:00,27.645
2021-09-16 00:00:00,27.825
2021-09-15 00:00:00,27.68
2021-09-14 00:00:00,28
2021-09-13 00:00:00,28.695
2021-09-10 00:00:00,28.685
2021-09-09 00:00:00,28.795
2021-09-08 00:00:00,29.03
2021-09-07 00:00:00,28.935
2021-09-06 00:00:00,28.935
