Date,BNP
2022-04-11 00:00:00,143.3
2022-04-08 00:00:00,145.58
2022-04-07 00:00:00,146.925
2022-04-06 00:00:00,148.435
2022-04-05 00:00:00,146.355
2022-04-04 00:00:00,134.71
2022-04-01 00:00:00,128.25
2022-03-31 00:00:00,128.235
2022-03-30 00:00:00,130.43
2022-03-29 00:00:00,129.23
2022-03-28 00:00:00,138.595
2022-03-25 00:00:00,141.03
2022-03-24 00:00:00,145.66
2022-03-23 00:00:00,144.01
2022-03-22 00:00:00,140.41
2022-03-21 00:00:00,142.47
2022-03-18 00:00:00,132.755
2022-03-17 00:00:00,131.135
2022-03-16 00:00:00,137.83
2022-03-15 00:00:00,149.32
2022-03-14 00:00:00,148.08
2022-03-11 00:00:00,149.79
2022-03-10 00:00:00,153.435
2022-03-09 00:00:00,155.32
2022-03-08 00:00:00,171.965
2022-03-07 00:00:00,178.075
2022-03-04 00:00:00,155.9
2022-03-03 00:00:00,137.005
2022-03-02 00:00:00,137.235
2022-03-01 00:00:00,135.62
2022-02-28 00:00:00,131.255
2022-02-25 00:00:00,123.295
2022-02-24 00:00:00,134.77
2022-02-23 00:00:00,122.52
2022-02-22 00:00:00,122.625
2022-02-21 00:00:00,123.255
2022-02-18 00:00:00,118.17
2022-02-17 00:00:00,115.34
2022-02-16 00:00:00,112.15
2022-02-15 00:00:00,114.705
2022-02-14 00:00:00,118.49
2022-02-11 00:00:00,113.695
2022-02-10 00:00:00,111.02
2022-02-09 00:00:00,106.85
2022-02-08 00:00:00,111.71
2022-02-07 00:00:00,116.74
2022-02-04 00:00:00,113.54
2022-02-03 00:00:00,105.41
2022-02-02 00:00:00,100.055
2022-02-01 00:00:00,100.385
2022-01-31 00:00:00,104.385
2022-01-28 00:00:00,105.95
2022-01-27 00:00:00,101.2
2022-01-26 00:00:00,99.895
2022-01-25 00:00:00,105.845
2022-01-24 00:00:00,107.78
2022-01-21 00:00:00,102.525
2022-01-20 00:00:00,101.585
2022-01-19 00:00:00,101.205
2022-01-18 00:00:00,103.33
2022-01-17 00:00:00,99.6
2022-01-14 00:00:00,95.505
2022-01-13 00:00:00,92.77
2022-01-12 00:00:00,91.445
2022-01-11 00:00:00,92.455
2022-01-10 00:00:00,93.435
2022-01-07 00:00:00,90.315
2022-01-06 00:00:00,89.455
2022-01-05 00:00:00,86.915
2022-01-04 00:00:00,85.8
2022-01-03 00:00:00,86.15
2021-12-31 00:00:00,86.03
2021-12-30 00:00:00,85.93
2021-12-29 00:00:00,86.765
2021-12-28 00:00:00,87.775
2021-12-27 00:00:00,87.775
2021-12-24 00:00:00,87.775
2021-12-23 00:00:00,86.865
2021-12-22 00:00:00,89.705
2021-12-21 00:00:00,91.005
2021-12-20 00:00:00,92.775
2021-12-17 00:00:00,89.91
2021-12-16 00:00:00,88.86
2021-12-15 00:00:00,91.465
2021-12-14 00:00:00,93.06
2021-12-13 00:00:00,91.28
2021-12-10 00:00:00,93.465
2021-12-09 00:00:00,93.25
2021-12-08 00:00:00,97.01
2021-12-07 00:00:00,98.415
2021-12-06 00:00:00,102.625
2021-12-03 00:00:00,101.415
2021-12-02 00:00:00,102.21
2021-12-01 00:00:00,101.29
2021-11-30 00:00:00,103.175
2021-11-29 00:00:00,103.125
2021-11-26 00:00:00,106.915
2021-11-25 00:00:00,98.31
2021-11-24 00:00:00,97.015
2021-11-23 00:00:00,95.205
2021-11-22 00:00:00,92.81
2021-11-19 00:00:00,93.96
2021-11-18 00:00:00,92.66
2021-11-17 00:00:00,92.49
2021-11-16 00:00:00,93.345
2021-11-15 00:00:00,93.285
2021-11-12 00:00:00,93.875
2021-11-11 00:00:00,91.955
2021-11-10 00:00:00,90
2021-11-09 00:00:00,89.52
2021-11-08 00:00:00,88.88
2021-11-05 00:00:00,89.845
2021-11-04 00:00:00,91.375
2021-11-03 00:00:00,93.075
2021-11-02 00:00:00,95.485
2021-11-01 00:00:00,97.715
2021-10-29 00:00:00,97.15
2021-10-28 00:00:00,94.285
